slug,title_en,title_ru,recovery_status,set_slugs
greek-fire,Greek Fire,Греческий огогонь,full_page,munchkin-legends
green-army-men,Green Army Men,Зеленые Солдатики,full_page,cheat-with-both-hands
green-paint,Green Paint,Защитная краска,full_page,the-clown-wars
green-reaper,Green Reaper /,,full_page,call-of-cowthulhu
greenbeard,Greenbeard,Зелёная Борода,full_page,munchkin-booty
greenhorn,Greenhorn /,,full_page,the-good-the-bad-and-the-munchkin
greenscale,Greenscale,Зеленуха,set_listing_only,munchkin-pathfinder
gregor,Gregor,Грегор,full_page,munchkin-bites
gremlin,Gremlin,Гремлин,full_page,munchkin-legends
grenade,Grenade,Граната,full_page,munchkin-booty
grendel,Grendel,Грендель,full_page,munchkin-legends
grim-keeper,Grim Keeper /,,full_page,munchkin-undead
grinning,Grinning,Ухмыляющийся,full_page,de-ranged
grizzly-bear,Grizzly Bear /,,full_page,the-good-the-bad-and-the-munchkin
grog,Grog,Грог,full_page,munchkin-booty
grotto-of-glaaki,Grotto Of Glaaki /,,full_page,crazed-caverns
grouchy,Grouchy,Капризный,full_page,half-horse-will-travel
grow-hydroponic-broccoli,Grow Hydroponic Broccoli,Заведи плантацию брокколи,full_page,apocalypse|munchkin-apocalypse
grow-two-feet,Grow Two Feet,Прирост,full_page,de-ranged
grue-some,Grue Some!,Подрасти!,full_page,munchkin-zombies
grumpy,Grumpy,Сердитый,full_page,munchkin-kittens
gryphon,Gryphon,Грифон,full_page,munchkin-legends
gug,Gug /,,full_page,the-unspeakable-vault
guinness-and-stout,Guinness and Stout /,,full_page,munchkin-impossible
guitar,Guitar /,,full_page,beating-a-dead-horse
gullible-new-gm,Gullible New GM,Доверчивый мастер-новичок,full_page,de-ranged
gully-washer,Gully Washer /,,full_page,beating-a-dead-horse
gummi-golem,Gummi Golem,Жвачечный голем,full_page,clerical-errors
gun-fu,Gun Fu /,,full_page,monky-business
gurnakhi-warrior,Gurnakhi Warrior /,,full_page,munchkin-conan
guy-wire,Guy Wire,Штыкер,full_page,de-ranged
guy-with-fake-ears,Guy with Fake Ears,Парень с накладными ушами,full_page,the-clown-wars
hag-of-bolding,Hag of Bolding,Безумная донна,full_page,de-ranged
hagfish,Hagfish /,,full_page,jump-the-shark
haggling,Haggling,Торгашество,full_page,the-narrow-s-cape
haiku-fu,Haiku Fu,,set_listing_only,monky-business
hair-elemental,Hair Elemental,Волосяной элементаль,full_page,the-need-for-steed
hair-restorer,Hair Restorer,Оволоситель,full_page,munchkin-bites
hair-spray,Hair Spray,Лак для волос,full_page,apocalypse|munchkin-apocalypse
hair-stands-on-end,Hair Stands On End,Волосы дыбом,full_page,munchkin-cthulhu
hair-turns-white-with-horror,Hair Turns White With Horror,Поседел от ужаса,full_page,munchkin-cthulhu
hairy,Hairy,Косматый,full_page,cheat-with-both-hands
hairy-potter,Hairy Potter,Влас Гончаров,full_page,the-need-for-steed
half-a,Half a,Полу-…,full_page,the-need-for-steed
half-breed,Half-Breed,Полукровка,full_page,cheat-with-both-hands|clerical-errors|de-ranged|half-horse-will-travel|munchkin|munchkin-bites|munchkin-conan|munchkin-legends|pants-macabre|star-munchkin|the-clown-wars|the-need-for-steed|unnatural-axe
half-galleon,Half-Galleon,Полугалеон,full_page,munchkin-booty
half-horse-will-travel,"Half Horse, Will Travel","Имею копыта, готов путешествовать",full_page,half-horse-will-travel
halfling,Halfling,Хафлинг,full_page,clerical-errors|de-ranged|munchkin|munchkin-legends|the-need-for-steed|unnatural-axe
halfling-hireling,Halfling Hireling,Халфлинг-наёмничек,full_page,the-need-for-steed
halitosis,Halitosis,Ротовая вонь,full_page,armed-and-dangerous
halloween,Halloween /,,full_page,pants-macabre
hallucinogenic-nanobot-grenade,Hallucinogenic Nanobot Grenade,Галлюциногенная наноботная граната,full_page,star-munchkin
halo,Halo,Нимб,full_page,half-horse-will-travel
hammer-of-kneecapping,Hammer of Kneecapping,Молот Коленедробления,full_page,munchkin
hammerhead-shark,Hammerhead Shark /,,full_page,jump-the-shark
hampire,Hampire,,set_listing_only,munchkin-undead
han-so-low,Han So Low,Хань Со Лоу,full_page,munchkin-fu
hand-cuff-man,Hand Cuff Man /,,full_page,axe-cop|munchkin-axe-cop
hand-grenade,Hand Grenade,Ручная граната,full_page,munchkin-zombies
hand-sewn-leather-mocs,Hand-Sewn Leather Mocs,Кожаные мокасины ручной вязки,full_page,munchkin-hipsters
hand-to-hand-attack,Hand-To-Hand Attack,Рукопашная,full_page,munchkin-bites
handbag-of-holding,Handbag of Holding /,,full_page,fairy-dust|munchkin-fairy-dust
handy-foot,Handy Foot,Подручная Нога,full_page,star-munchkin
hang-out-with-conan,Hang Out With Conan /,,full_page,conan-the-barbarian
hanshee,Hanshee /,,full_page,fairy-dust|munchkin-fairy-dust
happy-chinese-new-year,Happy Chinese New Year,,set_listing_only,monky-business
happy-face,Happy Face,Бодрая морда,full_page,munchkin-zombies
hard-boiled,Hard-Boiled /,,full_page,munchkin-easter-eggs
harecrow,Harecrow,,set_listing_only,munchkin-tricky-treats
harm-pit,Harm Pit /,,full_page,terrible-tombs
harmless-looking-schoolgirl,Harmless-Looking Schoolgirl,Безобидная Школьница,full_page,munchkin-fu
harness-the-power-of-toast,Harness the Power of Toast,Обуздай энергию тостера,full_page,munchkin-steampunk
harold-angel,Harold Angel /,,full_page,santas-revenge
harpies,Harpies,Гарпистки,full_page,munchkin
harry-eyeball,Harry Eyeball,Презритель,full_page,the-narrow-s-cape
hastur-hastur-hastur,Hastur Hastur Hastur,Хастур Хастур Хастур,full_page,munchkin-cthulhu
hat-of-the-hotstepper,Hat of the Hotstepper /,,full_page,munchkin-penny-arcade|penny-arcade
hatchet-man,Hatchet Man /,,full_page,munchkin-impossible
hatchling,Hatchling /,,full_page,dragons-trike
hawaiian-shirt-guy,Hawaiian Shirt Guy,Чел в гавайке,full_page,munchkin-zombies
hayfork,Hayfork /,,full_page,call-of-cowthulhu
he-was-loaded,He Was Loaded! /,,full_page,munchkin-impossible
he-went-that-a-way,He Went That-A-Way! /,,full_page,the-good-the-bad-and-the-munchkin
head-in-a-jar,Head in a Jar,Голова в банке,full_page,munchkin-steampunk
head-leaks,Head Leaks,Мозги плавятся,full_page,armed-and-dangerous
head-stone,Head Stone,Могильный камень,full_page,armed-and-dangerous
headless-norseman,Headless Norseman,Ратник без головы,full_page,half-horse-will-travel
heads-up,Heads Up!,Шапки долой!,full_page,munchkin-legends
healthy-snack,Healthy Snack,Здоровое питание,full_page,munchkin-zombies
healthy-snacks,Healthy Snacks,,set_listing_only,munchkin-tricky-treats
heart-of-the-elephant,Heart of the Elephant /,,full_page,munchkin-conan
heart-wyrm,Heart Wyrm,,set_listing_only,dragons-trike
heartbreaker,Heartbreaker,Крушитель сердец,full_page,munchkin-valentines
heat-seeking-armor-piercing-spitwad,Heat-Seeking Armor-Piercing Spitwad,Бронебойная плевалка с тепловым наведением,full_page,the-clown-wars
heavenly-jade-dagger,Heavenly Jade Dagger,Небесный Нефритовый Кенжик,full_page,munchkin-fu
heck-hounds,Heck Hounds,Адские гончие,full_page,munchkin-bites
hedge-shears,Hedge Shears /,,full_page,the-unspeakable-vault
hee-hop,Hee Hop,,set_listing_only,monky-business
heebie-jeebies,Heebie-Jeebies,Мурашки-кондрашки,full_page,munchkin-legends
hellcat,Hellcat,Аццкий Котона,full_page,munchkin-kittens
hellknight,Hellknight,Рыцарь Преисподней,full_page,munchkin-pathfinder
hellscourge,Hellscourge,Аццкий хлыст,set_listing_only,munchkin-pathfinder
helm-of-courage,Helm of Courage,Шлем Отваги,full_page,munchkin
helm-of-peripheral-vision,Helm of Peripheral Vision,Шлем Заднего Обзора,full_page,unnatural-axe
helm-of-terror,Helm of Terror,Шлем жути,full_page,the-need-for-steed
helm-of-the-enterprise,Helm of the Enterprise,Шлем «Энтерпрайз»,full_page,the-clown-wars
helmet-of-overprotection,Helmet of Overprotection,,set_listing_only,munchkin-tricky-treats
help-me-out-here,Help Me Out Here!,"Помоги, чем можешь!",full_page,munchkin
hemogoblin,Hemogoblin,Гемогоблин,full_page,munchkin-pathfinder
henchmonster,Henchmonster,Прихмонстрень,full_page,munchkin-promo
henchmonster-0,Henchmonster,Прихмонстрень,full_page,munchkin-promo
henchwench-hireling,Henchwench Hireling,Девица-наёмница,full_page,the-need-for-steed
hercules’-bow-and-arrows,Hercules’ Bow and Arrows,Лук и стрелы Геракла,full_page,munchkin-legends
hero-of-the-former-soviet-republic,Hero of the Former Soviet Republic,Герой бывшей Советской Республики,full_page,super-munchkin
hero-sandwich,Hero Sandwich,Геройский сэндвич,full_page,munchkin-legends
heroic-angst,Heroic Angst,Героево горе,full_page,super-munchkin
heroic-sacrifice,Heroic Sacrifice,Геройская жертва,full_page,munchkin-legends
hi-ho,Hi Ho,Хай Хо,full_page,munchkin-fu
hick-ichor,Hick Ichor /,,full_page,call-of-cowthulhu
hidden-dragon,Hidden Dragon,Затаившийся Дракон,full_page,munchkin-fu
hidden-lab,Hidden Lab,Скрытая лаборатория,full_page,super-munchkin
hidden-treasures,Hidden Treasures!,Незаметные сокровища,set_listing_only,munchkin-pathfinder
hideous-song-attack,Hideous Song Attack /,,full_page,axe-cop|munchkin-axe-cop
high,High /,,full_page,munchkin-reloaded
high-falutin,High-Falutin' /,,full_page,the-good-the-bad-and-the-munchkin
high-gun-bill,High Gun Bill! /,,full_page,axe-cop|munchkin-axe-cop
high-school-vampire-slaying-club,High School Vampire Slaying Club /,,full_page,pants-macabre
highly-evolved-meatloaf,Highly Evolved Meatloaf,Навороченный мясной рулет,full_page,the-narrow-s-cape
highway-flare,Highway Flare,Фальшфейер,full_page,apocalypse|munchkin-apocalypse
hippogriff,Hippogriff,Гиппогриф,full_page,munchkin
hipster,Hipster,Хипстер,full_page,munchkin-hipsters
hipster-hireling,Hipster Hireling,Хипстер-наёмничек,full_page,munchkin-promo
hireling,Hireling,Наёмничек,full_page,clerical-errors|munchkin|munchkin-legends|munchkin-pathfinder
hireling-agent-k-8,Hireling Agent K-8 /,,full_page,munchkin-impossible
hireling-arm-candy,Hireling Arm Candy /,,full_page,munchkin-impossible
hireling-comrade-dusty-mcronin,Hireling Comrade Dusty McRonin /,,full_page,munchkin-impossible
hireling-n,Hireling N /,,full_page,munchkin-impossible
hive-mind,Hive Mind,Разум-улей,full_page,the-clown-wars
hoard,Hoard!,"Ура, клад!",full_page,munchkin|munchkin-bites
hobbes-goblin,Hobbes Goblin,Хоббсгоблин,full_page,munchkin-pathfinder
hobbesian-philosophy,Hobbesian Philosophy!,Философия Гоббса,full_page,munchkin-steampunk
hobby-horse,Hobby Horse /,,full_page,the-good-the-bad-and-the-munchkin
hobnailed-boots,Hobnailed Boots /,,full_page,jump-the-shark
hockey-player,Hockey Player,Хоккеист,full_page,armed-and-dangerous
hog-sothoth,Hog-Sothoth /,,full_page,call-of-cowthulhu
holey-ghost,Holey Ghost,Сквозной дух,full_page,apocalypse|munchkin-apocalypse
holey-grail,Holey Grail,Святой Дыраль,full_page,munchkin-legends
holiday-on-the-titanic,Holiday on the Titanic!,В отпуск на Титанике,full_page,munchkin-steampunk
holiday-police,Holiday Police /,,full_page,reindeer-games
holiday-spirits,Holiday Spirits /,,full_page,munchkin-naughty-nice|naughty-nice
hollow,Hollow /,,full_page,munchkin-easter-eggs
hollywood,Hollywood /,,full_page,monster-enhancers
holy-rollers,Holy Rollers,Святые ролики,full_page,de-ranged
holy-round-spiky-thing,Holy Round Spiky Thing,Священная шипастица,full_page,half-horse-will-travel
holy-water,Holy Water,Святая вода,full_page,munchkin-bites
holystone,Holystone,Пресвятой камень,full_page,munchkin-booty
homunculus,Homunculus,Гомункул,full_page,munchkin-steampunk
hong-kong-belong,Hong Kong Belong!,,set_listing_only,monky-business
hong-kong-bong,Hong Kong Bong,Гонконгский Бонг,full_page,munchkin-fu
hong-kong-cong,Hong Kong Cong,Гонконгцы Вьетконга,full_page,munchkin-fu
hong-kong-gong,Hong Kong Gong,Гонконгский Гонг,full_page,munchkin-fu
hong-kong-kong,Hong Kong Kong,Гонконг Конг,full_page,munchkin-fu
hong-kong-pong,Hong Kong Pong,Пинг-Понг Гонконг,full_page,munchkin-fu
hong-kong-prong,Hong Kong Prong,,set_listing_only,monky-business
hong-kong-sarong,Hong Kong Sarong /,,full_page,monky-business
hong-kong-song,Hong Kong Song,Зонги Гонконга,full_page,munchkin-fu
hong-kong-thong,Hong Kong Thong,Гонконгские Танги,full_page,munchkin-fu
hong-kong-throng,Hong Kong Throng,,set_listing_only,monky-business
hong-kong-tong,Hong Kong Tong,Ганги Гонконга,full_page,munchkin-fu
hong-kong-tongs,Hong Kong Tongs,,set_listing_only,monky-business
honorable-brother-in-arms,Honorable Brother in Arms,Знатная Пара,full_page,munchkin-fu
hook,Hook,Крюк,full_page,munchkin-booty
hookah,Hookah,Кальян,full_page,armed-and-dangerous
hoop-skirt,Hoop Skirt,Баскетболка,set_listing_only,munchkin-princesses
hootenanny,Hootenanny /,,full_page,beating-a-dead-horse
hopalong-cavity,Hopalong Cavity /,,full_page,the-good-the-bad-and-the-munchkin
hopped-up-on-lotus,Hopped Up On Lotus,В Дозе Лотоса,full_page,munchkin-fu
hopping-vampire,Hopping Vampire,Скачущий Вампир,full_page,munchkin-fu
hopster,Hopster,Ухипстер,full_page,munchkin-hipsters
horde-reward,Horde Reward,Все сюдааааа!,full_page,armed-and-dangerous
hordes-of-ravening-undead,Hordes of Ravening Undead,Орды голодной нежити,full_page,apocalypse|munchkin-apocalypse
